year,round,race_name,circuit,country,driver,driver_full,constructor,grid,position,status,points,weather,circuit_type,date,quali_position,q1,q2,q3,positions_gained
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Schumacher,Michael Schumacher,Ferrari,3,1,Finished,10.0,dry,mixed,2000-03-12,3.0,1:31.075,,,2
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Barrichello,Rubens Barrichello,Ferrari,4,2,Finished,6.0,dry,mixed,2000-03-12,4.0,1:31.102,,,2
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Schumacher,Ralf Schumacher,Williams,11,3,Finished,4.0,dry,mixed,2000-03-12,11.0,1:32.220,,,8
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Villeneuve,Jacques Villeneuve,BAR,8,4,Finished,3.0,dry,mixed,2000-03-12,8.0,1:31.968,,,4
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Fisichella,Giancarlo Fisichella,Benetton,9,5,Finished,2.0,dry,mixed,2000-03-12,9.0,1:31.992,,,4
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Zonta,Ricardo Zonta,BAR,16,6,Finished,1.0,dry,mixed,2000-03-12,16.0,1:33.117,,,10
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Wurz,Alexander Wurz,Benetton,14,7,Finished,0.0,dry,mixed,2000-03-12,14.0,1:32.775,,,7
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Gené,Marc Gené,Minardi,18,8,+1 Lap,0.0,dry,mixed,2000-03-12,18.0,1:33.261,,,10
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Heidfeld,Nick Heidfeld,Prost,15,9,+2 Laps,0.0,dry,mixed,2000-03-12,15.0,1:33.024,,,6
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Salo,Mika Salo,Sauber,10,10,Disqualified,0.0,dry,mixed,2000-03-12,10.0,1:32.018,,,0
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Button,Jenson Button,Williams,21,11,Engine,0.0,dry,mixed,2000-03-12,21.0,1:33.828,,,10
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Diniz,Pedro Diniz,Sauber,19,12,Transmission,0.0,dry,mixed,2000-03-12,19.0,1:33.378,,,7
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Mazzacane,Gastón Mazzacane,Minardi,22,13,Gearbox,0.0,dry,mixed,2000-03-12,22.0,1:34.705,,,9
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Frentzen,Heinz-Harald Frentzen,Jordan,5,14,Hydraulics,0.0,dry,mixed,2000-03-12,5.0,1:31.359,,,-9
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Trulli,Jarno Trulli,Jordan,6,15,Engine,0.0,dry,mixed,2000-03-12,6.0,1:31.504,,,-9
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Alesi,Jean Alesi,Prost,17,16,Hydraulics,0.0,dry,mixed,2000-03-12,17.0,1:33.197,,,1
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Häkkinen,Mika Häkkinen,McLaren,1,17,Engine,0.0,dry,mixed,2000-03-12,1.0,1:30.556,,,-16
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Verstappen,Jos Verstappen,Arrows,13,18,Suspension,0.0,dry,mixed,2000-03-12,13.0,1:32.477,,,-5
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Coulthard,David Coulthard,McLaren,2,19,Engine,0.0,dry,mixed,2000-03-12,2.0,1:30.910,,,-17
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,de la Rosa,Pedro de la Rosa,Arrows,12,20,Suspension,0.0,dry,mixed,2000-03-12,12.0,1:32.323,,,-8
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Irvine,Eddie Irvine,Jaguar,7,21,Spun off,0.0,dry,mixed,2000-03-12,7.0,1:31.514,,,-14
2000,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Australia,Herbert,Johnny Herbert,Jaguar,20,22,Clutch,0.0,dry,mixed,2000-03-12,20.0,1:33.638,,,-2
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Schumacher,Michael Schumacher,Ferrari,3,1,Finished,10.0,wet,mixed,2000-03-26,,,,,2
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Fisichella,Giancarlo Fisichella,Benetton,5,2,Finished,6.0,wet,mixed,2000-03-26,,,,,3
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Frentzen,Heinz-Harald Frentzen,Jordan,7,3,Finished,4.0,wet,mixed,2000-03-26,,,,,4
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Trulli,Jarno Trulli,Jordan,12,4,Finished,3.0,wet,mixed,2000-03-26,,,,,8
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Schumacher,Ralf Schumacher,Williams,11,5,+1 Lap,2.0,wet,mixed,2000-03-26,,,,,6
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Button,Jenson Button,Williams,9,6,+1 Lap,1.0,wet,mixed,2000-03-26,,,,,3
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Verstappen,Jos Verstappen,Arrows,14,7,+1 Lap,0.0,wet,mixed,2000-03-26,,,,,7
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,de la Rosa,Pedro de la Rosa,Arrows,16,8,+1 Lap,0.0,wet,mixed,2000-03-26,,,,,8
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Zonta,Ricardo Zonta,BAR,8,9,+2 Laps,0.0,wet,mixed,2000-03-26,,,,,-1
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Mazzacane,Gastón Mazzacane,Minardi,20,10,+2 Laps,0.0,wet,mixed,2000-03-26,,,,,10
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Coulthard,David Coulthard,McLaren,2,11,Disqualified,0.0,wet,mixed,2000-03-26,,,,,-9
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Herbert,Johnny Herbert,Jaguar,17,12,Gearbox,0.0,wet,mixed,2000-03-26,,,,,5
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Gené,Marc Gené,Minardi,18,13,Engine,0.0,wet,mixed,2000-03-26,,,,,5
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Häkkinen,Mika Häkkinen,McLaren,1,14,Oil pressure,0.0,wet,mixed,2000-03-26,,,,,-13
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Barrichello,Rubens Barrichello,Ferrari,4,15,Hydraulics,0.0,wet,mixed,2000-03-26,,,,,-11
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Irvine,Eddie Irvine,Jaguar,6,16,Spun off,0.0,wet,mixed,2000-03-26,,,,,-10
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Villeneuve,Jacques Villeneuve,BAR,10,17,Gearbox,0.0,wet,mixed,2000-03-26,,,,,-7
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Alesi,Jean Alesi,Prost,15,18,Electrical,0.0,wet,mixed,2000-03-26,,,,,-3
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Heidfeld,Nick Heidfeld,Prost,19,19,Engine,0.0,wet,mixed,2000-03-26,,,,,0
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Wurz,Alexander Wurz,Benetton,13,20,Engine,0.0,wet,mixed,2000-03-26,,,,,-7
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Diniz,Pedro Diniz,Sauber,0,21,Safety concerns,0.0,wet,mixed,2000-03-26,,,,,-21
2000,2,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Salo,Mika Salo,Sauber,0,22,Safety concerns,0.0,wet,mixed,2000-03-26,,,,,-22
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Schumacher,Michael Schumacher,Ferrari,2,1,Finished,10.0,dry,mixed,2000-04-09,2.0,1:24.805,,,1
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Häkkinen,Mika Häkkinen,McLaren,1,2,Finished,6.0,dry,mixed,2000-04-09,1.0,1:24.714,,,-1
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Coulthard,David Coulthard,McLaren,3,3,Finished,4.0,dry,mixed,2000-04-09,3.0,1:25.014,,,0
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Barrichello,Rubens Barrichello,Ferrari,4,4,Finished,3.0,dry,mixed,2000-04-09,4.0,1:25.871,,,0
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Villeneuve,Jacques Villeneuve,BAR,9,5,+1 Lap,2.0,dry,mixed,2000-04-09,9.0,1:26.124,,,4
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Salo,Mika Salo,Sauber,12,6,+1 Lap,1.0,dry,mixed,2000-04-09,12.0,1:26.336,,,6
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Irvine,Eddie Irvine,Jaguar,7,7,+1 Lap,0.0,dry,mixed,2000-04-09,7.0,1:25.929,,,0
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Diniz,Pedro Diniz,Sauber,10,8,+1 Lap,0.0,dry,mixed,2000-04-09,10.0,1:26.238,,,2
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Wurz,Alexander Wurz,Benetton,11,9,+1 Lap,0.0,dry,mixed,2000-04-09,11.0,1:26.281,,,2
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Herbert,Johnny Herbert,Jaguar,17,10,+1 Lap,0.0,dry,mixed,2000-04-09,17.0,1:27.051,,,7
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Fisichella,Giancarlo Fisichella,Benetton,19,11,+1 Lap,0.0,dry,mixed,2000-04-09,19.0,1:27.253,,,8
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Zonta,Ricardo Zonta,BAR,14,12,+1 Lap,0.0,dry,mixed,2000-04-09,14.0,1:26.814,,,2
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Mazzacane,Gastón Mazzacane,Minardi,20,13,+2 Laps,0.0,dry,mixed,2000-04-09,20.0,1:28.161,,,7
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Verstappen,Jos Verstappen,Arrows,16,14,+3 Laps,0.0,dry,mixed,2000-04-09,16.0,1:26.845,,,2
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Trulli,Jarno Trulli,Jordan,8,15,Gearbox,0.0,dry,mixed,2000-04-09,8.0,1:26.002,,,-7
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,de la Rosa,Pedro de la Rosa,Arrows,13,16,Spun off,0.0,dry,mixed,2000-04-09,13.0,1:26.349,,,-3
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Schumacher,Ralf Schumacher,Williams,5,17,Fuel system,0.0,dry,mixed,2000-04-09,5.0,1:25.871,,,-12
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Alesi,Jean Alesi,Prost,15,18,Hydraulics,0.0,dry,mixed,2000-04-09,15.0,1:26.824,,,-3
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Heidfeld,Nick Heidfeld,Prost,22,19,Hydraulics,0.0,dry,mixed,2000-04-09,22.0,1:28.361,,,3
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Button,Jenson Button,Williams,18,20,Engine,0.0,dry,mixed,2000-04-09,18.0,1:27.135,,,-2
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Gené,Marc Gené,Minardi,21,21,Spun off,0.0,dry,mixed,2000-04-09,21.0,1:28.333,,,0
2000,3,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Frentzen,Heinz-Harald Frentzen,Jordan,6,22,Gearbox,0.0,dry,mixed,2000-04-09,6.0,1:25.892,,,-16
2000,4,British Grand Prix,Silverstone Circuit,UK,Coulthard,David Coulthard,McLaren,4,1,Finished,10.0,dry,high_speed,2000-04-23,4.0,1:26.088,,,3
2000,4,British Grand Prix,Silverstone Circuit,UK,Häkkinen,Mika Häkkinen,McLaren,3,2,Finished,6.0,dry,high_speed,2000-04-23,3.0,1:25.741,,,1
2000,4,British Grand Prix,Silverstone Circuit,UK,Schumacher,Michael Schumacher,Ferrari,5,3,Finished,4.0,dry,high_speed,2000-04-23,5.0,1:26.161,,,2
2000,4,British Grand Prix,Silverstone Circuit,UK,Schumacher,Ralf Schumacher,Williams,7,4,Finished,3.0,dry,high_speed,2000-04-23,7.0,1:26.786,,,3
2000,4,British Grand Prix,Silverstone Circuit,UK,Button,Jenson Button,Williams,6,5,Finished,2.0,dry,high_speed,2000-04-23,6.0,1:26.733,,,1
2000,4,British Grand Prix,Silverstone Circuit,UK,Trulli,Jarno Trulli,Jordan,11,6,Finished,1.0,dry,high_speed,2000-04-23,11.0,1:27.164,,,5
2000,4,British Grand Prix,Silverstone Circuit,UK,Fisichella,Giancarlo Fisichella,Benetton,12,7,+1 Lap,0.0,dry,high_speed,2000-04-23,12.0,1:27.253,,,5
2000,4,British Grand Prix,Silverstone Circuit,UK,Salo,Mika Salo,Sauber,18,8,+1 Lap,0.0,dry,high_speed,2000-04-23,18.0,1:28.110,,,10
2000,4,British Grand Prix,Silverstone Circuit,UK,Wurz,Alexander Wurz,Benetton,20,9,+1 Lap,0.0,dry,high_speed,2000-04-23,20.0,1:28.205,,,11
2000,4,British Grand Prix,Silverstone Circuit,UK,Alesi,Jean Alesi,Prost,15,10,+1 Lap,0.0,dry,high_speed,2000-04-23,15.0,1:27.559,,,5
2000,4,British Grand Prix,Silverstone Circuit,UK,Diniz,Pedro Diniz,Sauber,13,11,+1 Lap,0.0,dry,high_speed,2000-04-23,13.0,1:27.301,,,2
2000,4,British Grand Prix,Silverstone Circuit,UK,Herbert,Johnny Herbert,Jaguar,14,12,+1 Lap,0.0,dry,high_speed,2000-04-23,14.0,1:27.461,,,2
2000,4,British Grand Prix,Silverstone Circuit,UK,Irvine,Eddie Irvine,Jaguar,9,13,+1 Lap,0.0,dry,high_speed,2000-04-23,9.0,1:26.818,,,-4
2000,4,British Grand Prix,Silverstone Circuit,UK,Gené,Marc Gené,Minardi,21,14,+1 Lap,0.0,dry,high_speed,2000-04-23,21.0,1:28.253,,,7
2000,4,British Grand Prix,Silverstone Circuit,UK,Mazzacane,Gastón Mazzacane,Minardi,22,15,+1 Lap,0.0,dry,high_speed,2000-04-23,22.0,1:29.174,,,7
2000,4,British Grand Prix,Silverstone Circuit,UK,Villeneuve,Jacques Villeneuve,BAR,10,16,+4 Laps,0.0,dry,high_speed,2000-04-23,10.0,1:27.025,,,-6
2000,4,British Grand Prix,Silverstone Circuit,UK,Frentzen,Heinz-Harald Frentzen,Jordan,2,17,+6 Laps,0.0,dry,high_speed,2000-04-23,2.0,1:25.706,,,-15
2000,4,British Grand Prix,Silverstone Circuit,UK,Heidfeld,Nick Heidfeld,Prost,17,18,Engine,0.0,dry,high_speed,2000-04-23,17.0,1:27.806,,,-1
2000,4,British Grand Prix,Silverstone Circuit,UK,Zonta,Ricardo Zonta,BAR,16,19,Spun off,0.0,dry,high_speed,2000-04-23,16.0,1:27.772,,,-3
2000,4,British Grand Prix,Silverstone Circuit,UK,Barrichello,Rubens Barrichello,Ferrari,1,20,Hydraulics,0.0,dry,high_speed,2000-04-23,1.0,1:25.703,,,-19
2000,4,British Grand Prix,Silverstone Circuit,UK,de la Rosa,Pedro de la Rosa,Arrows,19,21,Electrical,0.0,dry,high_speed,2000-04-23,19.0,1:28.135,,,-2
2000,4,British Grand Prix,Silverstone Circuit,UK,Verstappen,Jos Verstappen,Arrows,8,22,Electrical,0.0,dry,high_speed,2000-04-23,8.0,1:26.793,,,-14
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Häkkinen,Mika Häkkinen,McLaren,2,1,Finished,10.0,dry,mixed,2000-05-07,,,,,1
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Coulthard,David Coulthard,McLaren,4,2,Finished,6.0,dry,mixed,2000-05-07,,,,,2
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Barrichello,Rubens Barrichello,Ferrari,3,3,Finished,4.0,dry,mixed,2000-05-07,,,,,0
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Schumacher,Ralf Schumacher,Williams,5,4,Finished,3.0,dry,mixed,2000-05-07,,,,,1
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Schumacher,Michael Schumacher,Ferrari,1,5,Finished,2.0,dry,mixed,2000-05-07,,,,,-4
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Frentzen,Heinz-Harald Frentzen,Jordan,8,6,Finished,1.0,dry,mixed,2000-05-07,,,,,2
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Salo,Mika Salo,Sauber,12,7,+1 Lap,0.0,dry,mixed,2000-05-07,,,,,5
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Zonta,Ricardo Zonta,BAR,16,8,+1 Lap,0.0,dry,mixed,2000-05-07,,,,,8
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Fisichella,Giancarlo Fisichella,Benetton,13,9,+1 Lap,0.0,dry,mixed,2000-05-07,,,,,4
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Wurz,Alexander Wurz,Benetton,18,10,+1 Lap,0.0,dry,mixed,2000-05-07,,,,,8
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Irvine,Eddie Irvine,Jaguar,9,11,+1 Lap,0.0,dry,mixed,2000-05-07,,,,,-2
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Trulli,Jarno Trulli,Jordan,7,12,+1 Lap,0.0,dry,mixed,2000-05-07,,,,,-5
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Herbert,Johnny Herbert,Jaguar,14,13,+1 Lap,0.0,dry,mixed,2000-05-07,,,,,1
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Gené,Marc Gené,Minardi,20,14,+2 Laps,0.0,dry,mixed,2000-05-07,,,,,6
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Mazzacane,Gastón Mazzacane,Minardi,21,15,+2 Laps,0.0,dry,mixed,2000-05-07,,,,,6
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Heidfeld,Nick Heidfeld,Prost,19,16,+3 Laps,0.0,dry,mixed,2000-05-07,,,,,3
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Button,Jenson Button,Williams,10,17,Engine,0.0,dry,mixed,2000-05-07,,,,,-7
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Verstappen,Jos Verstappen,Arrows,11,18,Gearbox,0.0,dry,mixed,2000-05-07,,,,,-7
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Villeneuve,Jacques Villeneuve,BAR,6,19,Hydraulics,0.0,dry,mixed,2000-05-07,,,,,-13
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Alesi,Jean Alesi,Prost,17,20,Collision,0.0,dry,mixed,2000-05-07,,,,,-3
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,de la Rosa,Pedro de la Rosa,Arrows,22,21,Collision,0.0,dry,mixed,2000-05-07,,,,,1
2000,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Diniz,Pedro Diniz,Sauber,15,22,Spun off,0.0,dry,mixed,2000-05-07,,,,,-7
2000,6,European Grand Prix,Nürburgring,Germany,Schumacher,Michael Schumacher,Ferrari,2,1,Finished,10.0,dry,mixed,2000-05-21,,,,,1
2000,6,European Grand Prix,Nürburgring,Germany,Häkkinen,Mika Häkkinen,McLaren,3,2,Finished,6.0,dry,mixed,2000-05-21,,,,,1
2000,6,European Grand Prix,Nürburgring,Germany,Coulthard,David Coulthard,McLaren,1,3,+1 Lap,4.0,dry,mixed,2000-05-21,,,,,-2
2000,6,European Grand Prix,Nürburgring,Germany,Barrichello,Rubens Barrichello,Ferrari,4,4,+1 Lap,3.0,dry,mixed,2000-05-21,,,,,0
2000,6,European Grand Prix,Nürburgring,Germany,Fisichella,Giancarlo Fisichella,Benetton,7,5,+1 Lap,2.0,dry,mixed,2000-05-21,,,,,2
2000,6,European Grand Prix,Nürburgring,Germany,de la Rosa,Pedro de la Rosa,Arrows,12,6,+1 Lap,1.0,dry,mixed,2000-05-21,,,,,6
2000,6,European Grand Prix,Nürburgring,Germany,Diniz,Pedro Diniz,Sauber,15,7,+2 Laps,0.0,dry,mixed,2000-05-21,,,,,8
2000,6,European Grand Prix,Nürburgring,Germany,Mazzacane,Gastón Mazzacane,Minardi,21,8,+2 Laps,0.0,dry,mixed,2000-05-21,,,,,13
2000,6,European Grand Prix,Nürburgring,Germany,Alesi,Jean Alesi,Prost,17,9,+2 Laps,0.0,dry,mixed,2000-05-21,,,,,8
2000,6,European Grand Prix,Nürburgring,Germany,Button,Jenson Button,Williams,11,10,Electrical,0.0,dry,mixed,2000-05-21,,,,,1
2000,6,European Grand Prix,Nürburgring,Germany,Herbert,Johnny Herbert,Jaguar,16,11,Collision,0.0,dry,mixed,2000-05-21,,,,,5
2000,6,European Grand Prix,Nürburgring,Germany,Wurz,Alexander Wurz,Benetton,14,12,Collision,0.0,dry,mixed,2000-05-21,,,,,2
2000,6,European Grand Prix,Nürburgring,Germany,Zonta,Ricardo Zonta,BAR,18,13,Spun off,0.0,dry,mixed,2000-05-21,,,,,5
2000,6,European Grand Prix,Nürburgring,Germany,Gené,Marc Gené,Minardi,20,14,Throttle,0.0,dry,mixed,2000-05-21,,,,,6
2000,6,European Grand Prix,Nürburgring,Germany,Villeneuve,Jacques Villeneuve,BAR,9,15,Engine,0.0,dry,mixed,2000-05-21,,,,,-6
2000,6,European Grand Prix,Nürburgring,Germany,Irvine,Eddie Irvine,Jaguar,8,16,Collision,0.0,dry,mixed,2000-05-21,,,,,-8
2000,6,European Grand Prix,Nürburgring,Germany,Verstappen,Jos Verstappen,Arrows,13,17,Spun off,0.0,dry,mixed,2000-05-21,,,,,-4
2000,6,European Grand Prix,Nürburgring,Germany,Schumacher,Ralf Schumacher,Williams,5,18,Collision,0.0,dry,mixed,2000-05-21,,,,,-13
2000,6,European Grand Prix,Nürburgring,Germany,Salo,Mika Salo,Sauber,19,19,Halfshaft,0.0,dry,mixed,2000-05-21,,,,,0
2000,6,European Grand Prix,Nürburgring,Germany,Frentzen,Heinz-Harald Frentzen,Jordan,10,20,Engine,0.0,dry,mixed,2000-05-21,,,,,-10
2000,6,European Grand Prix,Nürburgring,Germany,Trulli,Jarno Trulli,Jordan,6,21,Collision,0.0,dry,mixed,2000-05-21,,,,,-15
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Coulthard,David Coulthard,McLaren,3,1,Finished,10.0,dry,street,2000-06-04,,,,,2
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Barrichello,Rubens Barrichello,Ferrari,6,2,Finished,6.0,dry,street,2000-06-04,,,,,4
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Fisichella,Giancarlo Fisichella,Benetton,8,3,Finished,4.0,dry,street,2000-06-04,,,,,5
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Irvine,Eddie Irvine,Jaguar,10,4,Finished,3.0,dry,street,2000-06-04,,,,,6
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Salo,Mika Salo,Sauber,13,5,Finished,2.0,dry,street,2000-06-04,,,,,8
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Häkkinen,Mika Häkkinen,McLaren,5,6,+1 Lap,1.0,dry,street,2000-06-04,,,,,-1
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Villeneuve,Jacques Villeneuve,BAR,17,7,+1 Lap,0.0,dry,street,2000-06-04,,,,,10
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Heidfeld,Nick Heidfeld,Prost,18,8,+1 Lap,0.0,dry,street,2000-06-04,,,,,10
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Herbert,Johnny Herbert,Jaguar,11,9,+2 Laps,0.0,dry,street,2000-06-04,,,,,2
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Frentzen,Heinz-Harald Frentzen,Jordan,4,10,Spun off,0.0,dry,street,2000-06-04,,,,,-6
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Verstappen,Jos Verstappen,Arrows,15,11,Spun off,0.0,dry,street,2000-06-04,,,,,4
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Schumacher,Michael Schumacher,Ferrari,1,12,Suspension,0.0,dry,street,2000-06-04,,,,,-11
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Zonta,Ricardo Zonta,BAR,20,13,Spun off,0.0,dry,street,2000-06-04,,,,,7
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Schumacher,Ralf Schumacher,Williams,9,14,Spun off,0.0,dry,street,2000-06-04,,,,,-5
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Trulli,Jarno Trulli,Jordan,2,15,Gearbox,0.0,dry,street,2000-06-04,,,,,-13
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Diniz,Pedro Diniz,Sauber,19,16,Spun off,0.0,dry,street,2000-06-04,,,,,3
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Alesi,Jean Alesi,Prost,7,17,Transmission,0.0,dry,street,2000-06-04,,,,,-10
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Mazzacane,Gastón Mazzacane,Minardi,22,18,Spun off,0.0,dry,street,2000-06-04,,,,,4
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Gené,Marc Gené,Minardi,21,19,Gearbox,0.0,dry,street,2000-06-04,,,,,2
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Wurz,Alexander Wurz,Benetton,12,20,Spun off,0.0,dry,street,2000-06-04,,,,,-8
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Button,Jenson Button,Williams,14,21,Engine,0.0,dry,street,2000-06-04,,,,,-7
2000,7,Monaco Grand Prix,Circuit de Monaco,Monaco,de la Rosa,Pedro de la Rosa,Arrows,16,22,Not restarted,0.0,dry,street,2000-06-04,,,,,-6
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Schumacher,Michael Schumacher,Ferrari,1,1,Finished,10.0,dry,high_speed,2000-06-18,,,,,0
2000,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Barrichello,Rubens Barrichello,Ferrari,3,2,Finished,6.0,dry,high_speed,2000-06-18,,,,,1
