year,round,race_name,circuit,country,driver,driver_full,constructor,grid,position,status,points,weather,circuit_type,date,quali_position,q1,q2,q3,positions_gained
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Sato,Takuma Sato,Jordan,15,9,+2 Laps,0.0,dry,mixed,2002-03-17,15.0,1:38.141,,,6
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,de la Rosa,Pedro de la Rosa,Jaguar,17,10,+2 Laps,0.0,dry,mixed,2002-03-17,17.0,1:38.374,,,7
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Frentzen,Heinz-Harald Frentzen,Arrows,11,11,+2 Laps,0.0,dry,mixed,2002-03-17,11.0,1:37.919,,,0
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Salo,Mika Salo,Toyota,10,12,+3 Laps,0.0,dry,mixed,2002-03-17,10.0,1:37.694,,,-2
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Fisichella,Giancarlo Fisichella,Jordan,9,13,+3 Laps,0.0,dry,mixed,2002-03-17,9.0,1:37.536,,,-4
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Barrichello,Rubens Barrichello,Ferrari,3,14,Engine,0.0,dry,mixed,2002-03-17,3.0,1:35.891,,,-11
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Webber,Mark Webber,Minardi,21,15,Electrical,0.0,dry,mixed,2002-03-17,21.0,1:39.454,,,6
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Irvine,Eddie Irvine,Jaguar,20,16,Hydraulics,0.0,dry,mixed,2002-03-17,20.0,1:39.121,,,4
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Yoong,Alex Yoong,Minardi,22,17,Gearbox,0.0,dry,mixed,2002-03-17,22.0,1:40.158,,,5
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Räikkönen,Kimi Räikkönen,McLaren,5,18,Engine,0.0,dry,mixed,2002-03-17,5.0,1:36.468,,,-13
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Bernoldi,Enrique Bernoldi,Arrows,16,19,Fuel,0.0,dry,mixed,2002-03-17,16.0,1:38.284,,,-3
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Coulthard,David Coulthard,McLaren,6,20,Engine,0.0,dry,mixed,2002-03-17,6.0,1:36.477,,,-14
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Panis,Olivier Panis,BAR,18,21,Clutch,0.0,dry,mixed,2002-03-17,18.0,1:38.390,,,-3
2002,2,Malaysian Grand Prix,Sepang International Circuit,Malaysia,Trulli,Jarno Trulli,Renault,12,22,Overheating,0.0,dry,mixed,2002-03-17,12.0,1:37.920,,,-10
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Schumacher,Michael Schumacher,Ferrari,2,1,Finished,10.0,dry,mixed,2002-03-31,,,,,1
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Schumacher,Ralf Schumacher,Williams,3,2,Finished,6.0,dry,mixed,2002-03-31,,,,,1
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Coulthard,David Coulthard,McLaren,4,3,Finished,4.0,dry,mixed,2002-03-31,,,,,1
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Button,Jenson Button,Renault,7,4,Finished,3.0,dry,mixed,2002-03-31,,,,,3
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Pablo Montoya,Juan Pablo Montoya,Williams,1,5,Finished,2.0,dry,mixed,2002-03-31,,,,,-4
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Salo,Mika Salo,Toyota,10,6,+1 Lap,1.0,dry,mixed,2002-03-31,,,,,4
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Irvine,Eddie Irvine,Jaguar,13,7,+1 Lap,0.0,dry,mixed,2002-03-31,,,,,6
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,de la Rosa,Pedro de la Rosa,Jaguar,11,8,+1 Lap,0.0,dry,mixed,2002-03-31,,,,,3
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Sato,Takuma Sato,Jordan,19,9,+2 Laps,0.0,dry,mixed,2002-03-31,,,,,10
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Villeneuve,Jacques Villeneuve,BAR,15,10,Engine,0.0,dry,mixed,2002-03-31,,,,,5
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Webber,Mark Webber,Minardi,20,11,+3 Laps,0.0,dry,mixed,2002-03-31,,,,,9
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Räikkönen,Kimi Räikkönen,McLaren,5,12,Wheel rim,0.0,dry,mixed,2002-03-31,,,,,-7
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Yoong,Alex Yoong,Minardi,22,13,+4 Laps,0.0,dry,mixed,2002-03-31,,,,,9
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Heidfeld,Nick Heidfeld,Sauber,9,14,Brakes,0.0,dry,mixed,2002-03-31,,,,,-5
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Trulli,Jarno Trulli,Renault,6,15,Engine,0.0,dry,mixed,2002-03-31,,,,,-9
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Massa,Felipe Massa,Sauber,12,16,Collision,0.0,dry,mixed,2002-03-31,,,,,-4
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,McNish,Allan McNish,Toyota,16,17,Spun off,0.0,dry,mixed,2002-03-31,,,,,-1
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Panis,Olivier Panis,BAR,17,18,Gearbox,0.0,dry,mixed,2002-03-31,,,,,-1
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Frentzen,Heinz-Harald Frentzen,Arrows,18,19,Suspension,0.0,dry,mixed,2002-03-31,,,,,-1
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Bernoldi,Enrique Bernoldi,Arrows,21,20,Suspension,0.0,dry,mixed,2002-03-31,,,,,1
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Barrichello,Rubens Barrichello,Ferrari,8,21,Hydraulics,0.0,dry,mixed,2002-03-31,,,,,-13
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,Brazil,Fisichella,Giancarlo Fisichella,Jordan,14,22,Engine,0.0,dry,mixed,2002-03-31,,,,,-8
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Schumacher,Michael Schumacher,Ferrari,1,1,Finished,10.0,dry,mixed,2002-04-14,,,,,0
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Barrichello,Rubens Barrichello,Ferrari,2,2,Finished,6.0,dry,mixed,2002-04-14,,,,,0
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Schumacher,Ralf Schumacher,Williams,3,3,Finished,4.0,dry,mixed,2002-04-14,,,,,0
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Pablo Montoya,Juan Pablo Montoya,Williams,4,4,Finished,3.0,dry,mixed,2002-04-14,,,,,0
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Button,Jenson Button,Renault,9,5,Finished,2.0,dry,mixed,2002-04-14,,,,,4
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Coulthard,David Coulthard,McLaren,6,6,+1 Lap,1.0,dry,mixed,2002-04-14,,,,,0
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Villeneuve,Jacques Villeneuve,BAR,10,7,+1 Lap,0.0,dry,mixed,2002-04-14,,,,,3
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Massa,Felipe Massa,Sauber,11,8,+1 Lap,0.0,dry,mixed,2002-04-14,,,,,3
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Trulli,Jarno Trulli,Renault,8,9,+1 Lap,0.0,dry,mixed,2002-04-14,,,,,-1
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Heidfeld,Nick Heidfeld,Sauber,7,10,+1 Lap,0.0,dry,mixed,2002-04-14,,,,,-3
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Webber,Mark Webber,Minardi,19,11,+2 Laps,0.0,dry,mixed,2002-04-14,,,,,8
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Bernoldi,Enrique Bernoldi,Arrows,20,12,Power loss,0.0,dry,mixed,2002-04-14,,,,,8
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Irvine,Eddie Irvine,Jaguar,18,13,Driveshaft,0.0,dry,mixed,2002-04-14,,,,,5
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Räikkönen,Kimi Räikkönen,McLaren,5,14,Exhaust,0.0,dry,mixed,2002-04-14,,,,,-9
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Panis,Olivier Panis,BAR,12,15,Throttle,0.0,dry,mixed,2002-04-14,,,,,-3
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,de la Rosa,Pedro de la Rosa,Jaguar,22,16,Driveshaft,0.0,dry,mixed,2002-04-14,,,,,6
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Salo,Mika Salo,Toyota,16,17,Gearbox,0.0,dry,mixed,2002-04-14,,,,,-1
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Frentzen,Heinz-Harald Frentzen,Arrows,13,18,Power loss,0.0,dry,mixed,2002-04-14,,,,,-5
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Fisichella,Giancarlo Fisichella,Jordan,15,19,Hydraulics,0.0,dry,mixed,2002-04-14,,,,,-4
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,Sato,Takuma Sato,Jordan,14,20,Gearbox,0.0,dry,mixed,2002-04-14,,,,,-6
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,Italy,McNish,Allan McNish,Toyota,17,21,Electrical,0.0,dry,mixed,2002-04-14,,,,,-4
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Schumacher,Michael Schumacher,Ferrari,1,1,Finished,10.0,dry,mixed,2002-04-28,,,,,0
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Pablo Montoya,Juan Pablo Montoya,Williams,4,2,Finished,6.0,dry,mixed,2002-04-28,,,,,2
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Coulthard,David Coulthard,McLaren,7,3,Finished,4.0,dry,mixed,2002-04-28,,,,,4
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Heidfeld,Nick Heidfeld,Sauber,8,4,Finished,3.0,dry,mixed,2002-04-28,,,,,4
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Massa,Felipe Massa,Sauber,11,5,Finished,2.0,dry,mixed,2002-04-28,,,,,6
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Frentzen,Heinz-Harald Frentzen,Arrows,10,6,Finished,1.0,dry,mixed,2002-04-28,,,,,4
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Villeneuve,Jacques Villeneuve,BAR,15,7,+1 Lap,0.0,dry,mixed,2002-04-28,,,,,8
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,McNish,Allan McNish,Toyota,19,8,+1 Lap,0.0,dry,mixed,2002-04-28,,,,,11
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Salo,Mika Salo,Toyota,17,9,+1 Lap,0.0,dry,mixed,2002-04-28,,,,,8
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Trulli,Jarno Trulli,Renault,9,10,Engine,0.0,dry,mixed,2002-04-28,,,,,-1
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Schumacher,Ralf Schumacher,Williams,3,11,Engine,0.0,dry,mixed,2002-04-28,,,,,-8
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Button,Jenson Button,Renault,6,12,Hydraulics,0.0,dry,mixed,2002-04-28,,,,,-6
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Panis,Olivier Panis,BAR,13,13,Exhaust,0.0,dry,mixed,2002-04-28,,,,,0
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Irvine,Eddie Irvine,Jaguar,22,14,Hydraulics,0.0,dry,mixed,2002-04-28,,,,,8
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Bernoldi,Enrique Bernoldi,Arrows,14,15,Hydraulics,0.0,dry,mixed,2002-04-28,,,,,-1
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Sato,Takuma Sato,Jordan,18,16,Spun off,0.0,dry,mixed,2002-04-28,,,,,2
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Fisichella,Giancarlo Fisichella,Jordan,12,17,Hydraulics,0.0,dry,mixed,2002-04-28,,,,,-5
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Räikkönen,Kimi Räikkönen,McLaren,5,18,Rear wing,0.0,dry,mixed,2002-04-28,,,,,-13
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,de la Rosa,Pedro de la Rosa,Jaguar,16,19,Spun off,0.0,dry,mixed,2002-04-28,,,,,-3
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Barrichello,Rubens Barrichello,Ferrari,2,20,Gearbox,0.0,dry,mixed,2002-04-28,,,,,-18
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Webber,Mark Webber,Minardi,20,21,Safety,0.0,dry,mixed,2002-04-28,,,,,-1
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Spain,Yoong,Alex Yoong,Minardi,21,22,Safety,0.0,dry,mixed,2002-04-28,,,,,-1
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Schumacher,Michael Schumacher,Ferrari,3,1,Finished,10.0,dry,mixed,2002-05-12,,,,,2
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Barrichello,Rubens Barrichello,Ferrari,1,2,Finished,6.0,dry,mixed,2002-05-12,,,,,-1
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Pablo Montoya,Juan Pablo Montoya,Williams,4,3,Finished,4.0,dry,mixed,2002-05-12,,,,,1
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Schumacher,Ralf Schumacher,Williams,2,4,Finished,3.0,dry,mixed,2002-05-12,,,,,-2
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Fisichella,Giancarlo Fisichella,Jordan,15,5,Finished,2.0,dry,mixed,2002-05-12,,,,,10
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Coulthard,David Coulthard,McLaren,8,6,Finished,1.0,dry,mixed,2002-05-12,,,,,2
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Button,Jenson Button,Renault,13,7,Finished,0.0,dry,mixed,2002-05-12,,,,,6
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Salo,Mika Salo,Toyota,10,8,Finished,0.0,dry,mixed,2002-05-12,,,,,2
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,McNish,Allan McNish,Toyota,14,9,Finished,0.0,dry,mixed,2002-05-12,,,,,5
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Villeneuve,Jacques Villeneuve,BAR,17,10,+1 Lap,0.0,dry,mixed,2002-05-12,,,,,7
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Frentzen,Heinz-Harald Frentzen,Arrows,11,11,+2 Laps,0.0,dry,mixed,2002-05-12,,,,,0
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Webber,Mark Webber,Minardi,21,12,+2 Laps,0.0,dry,mixed,2002-05-12,,,,,9
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Trulli,Jarno Trulli,Renault,16,13,Fuel pressure,0.0,dry,mixed,2002-05-12,,,,,3
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Yoong,Alex Yoong,Minardi,22,14,Engine,0.0,dry,mixed,2002-05-12,,,,,8
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Irvine,Eddie Irvine,Jaguar,20,15,Hydraulics,0.0,dry,mixed,2002-05-12,,,,,5
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Heidfeld,Nick Heidfeld,Sauber,5,16,Collision,0.0,dry,mixed,2002-05-12,,,,,-11
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Sato,Takuma Sato,Jordan,18,17,Collision,0.0,dry,mixed,2002-05-12,,,,,1
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Panis,Olivier Panis,BAR,9,18,Engine,0.0,dry,mixed,2002-05-12,,,,,-9
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Massa,Felipe Massa,Sauber,7,19,Suspension,0.0,dry,mixed,2002-05-12,,,,,-12
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Räikkönen,Kimi Räikkönen,McLaren,6,20,Engine,0.0,dry,mixed,2002-05-12,,,,,-14
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,Bernoldi,Enrique Bernoldi,Arrows,12,21,Collision,0.0,dry,mixed,2002-05-12,,,,,-9
2002,6,Austrian Grand Prix,Red Bull Ring,Austria,de la Rosa,Pedro de la Rosa,Jaguar,19,22,Throttle,0.0,dry,mixed,2002-05-12,,,,,-3
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Coulthard,David Coulthard,McLaren,2,1,Finished,10.0,dry,street,2002-05-26,,,,,1
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Schumacher,Michael Schumacher,Ferrari,3,2,Finished,6.0,dry,street,2002-05-26,,,,,1
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Schumacher,Ralf Schumacher,Williams,4,3,Finished,4.0,dry,street,2002-05-26,,,,,1
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Trulli,Jarno Trulli,Renault,7,4,+1 Lap,3.0,dry,street,2002-05-26,,,,,3
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Fisichella,Giancarlo Fisichella,Jordan,11,5,+1 Lap,2.0,dry,street,2002-05-26,,,,,6
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Frentzen,Heinz-Harald Frentzen,Arrows,12,6,+1 Lap,1.0,dry,street,2002-05-26,,,,,6
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Barrichello,Rubens Barrichello,Ferrari,5,7,+1 Lap,0.0,dry,street,2002-05-26,,,,,-2
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Heidfeld,Nick Heidfeld,Sauber,15,8,+2 Laps,0.0,dry,street,2002-05-26,,,,,7
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Irvine,Eddie Irvine,Jaguar,19,9,+2 Laps,0.0,dry,street,2002-05-26,,,,,10
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,de la Rosa,Pedro de la Rosa,Jaguar,17,10,+2 Laps,0.0,dry,street,2002-05-26,,,,,7
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Webber,Mark Webber,Minardi,20,11,+2 Laps,0.0,dry,street,2002-05-26,,,,,9
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Bernoldi,Enrique Bernoldi,Arrows,21,12,+2 Laps,0.0,dry,street,2002-05-26,,,,,9
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Salo,Mika Salo,Toyota,9,13,Brakes,0.0,dry,street,2002-05-26,,,,,-4
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Massa,Felipe Massa,Sauber,13,14,Accident,0.0,dry,street,2002-05-26,,,,,-1
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Panis,Olivier Panis,BAR,18,15,Collision,0.0,dry,street,2002-05-26,,,,,3
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Button,Jenson Button,Renault,8,16,Collision,0.0,dry,street,2002-05-26,,,,,-8
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Pablo Montoya,Juan Pablo Montoya,Williams,1,17,Engine,0.0,dry,street,2002-05-26,,,,,-16
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Villeneuve,Jacques Villeneuve,BAR,14,18,Mechanical,0.0,dry,street,2002-05-26,,,,,-4
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Räikkönen,Kimi Räikkönen,McLaren,6,19,Collision,0.0,dry,street,2002-05-26,,,,,-13
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Yoong,Alex Yoong,Minardi,22,20,Accident,0.0,dry,street,2002-05-26,,,,,2
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,Sato,Takuma Sato,Jordan,16,21,Spun off,0.0,dry,street,2002-05-26,,,,,-5
2002,7,Monaco Grand Prix,Circuit de Monaco,Monaco,McNish,Allan McNish,Toyota,10,22,Accident,0.0,dry,street,2002-05-26,,,,,-12
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Schumacher,Michael Schumacher,Ferrari,2,1,Finished,10.0,dry,high_speed,2002-06-09,,,,,1
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Coulthard,David Coulthard,McLaren,8,2,Finished,6.0,dry,high_speed,2002-06-09,,,,,6
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Barrichello,Rubens Barrichello,Ferrari,3,3,Finished,4.0,dry,high_speed,2002-06-09,,,,,0
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Räikkönen,Kimi Räikkönen,McLaren,5,4,Finished,3.0,dry,high_speed,2002-06-09,,,,,1
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Fisichella,Giancarlo Fisichella,Jordan,6,5,Finished,2.0,dry,high_speed,2002-06-09,,,,,1
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Trulli,Jarno Trulli,Renault,10,6,Finished,1.0,dry,high_speed,2002-06-09,,,,,4
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Schumacher,Ralf Schumacher,Williams,4,7,Engine,0.0,dry,high_speed,2002-06-09,,,,,-3
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Panis,Olivier Panis,BAR,11,8,+1 Lap,0.0,dry,high_speed,2002-06-09,,,,,3
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Massa,Felipe Massa,Sauber,12,9,+1 Lap,0.0,dry,high_speed,2002-06-09,,,,,3
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Sato,Takuma Sato,Jordan,15,10,+1 Lap,0.0,dry,high_speed,2002-06-09,,,,,5
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Webber,Mark Webber,Minardi,21,11,+1 Lap,0.0,dry,high_speed,2002-06-09,,,,,10
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Heidfeld,Nick Heidfeld,Sauber,7,12,+1 Lap,0.0,dry,high_speed,2002-06-09,,,,,-5
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Frentzen,Heinz-Harald Frentzen,Arrows,19,13,+1 Lap,0.0,dry,high_speed,2002-06-09,,,,,6
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Yoong,Alex Yoong,Minardi,22,14,+2 Laps,0.0,dry,high_speed,2002-06-09,,,,,8
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Button,Jenson Button,Renault,13,15,Gearbox,0.0,dry,high_speed,2002-06-09,,,,,-2
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Pablo Montoya,Juan Pablo Montoya,Williams,1,16,Engine,0.0,dry,high_speed,2002-06-09,,,,,-15
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,McNish,Allan McNish,Toyota,20,17,Spun off,0.0,dry,high_speed,2002-06-09,,,,,3
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Irvine,Eddie Irvine,Jaguar,14,18,Overheating,0.0,dry,high_speed,2002-06-09,,,,,-4
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Salo,Mika Salo,Toyota,18,19,Brakes,0.0,dry,high_speed,2002-06-09,,,,,-1
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,de la Rosa,Pedro de la Rosa,Jaguar,16,20,Gearbox,0.0,dry,high_speed,2002-06-09,,,,,-4
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Bernoldi,Enrique Bernoldi,Arrows,17,21,Suspension,0.0,dry,high_speed,2002-06-09,,,,,-4
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,Canada,Villeneuve,Jacques Villeneuve,BAR,9,22,Oil pressure,0.0,dry,high_speed,2002-06-09,,,,,-13
2002,9,European Grand Prix,Nürburgring,Germany,Barrichello,Rubens Barrichello,Ferrari,4,1,Finished,10.0,dry,mixed,2002-06-23,,,,,3
2002,9,European Grand Prix,Nürburgring,Germany,Schumacher,Michael Schumacher,Ferrari,3,2,Finished,6.0,dry,mixed,2002-06-23,,,,,1
2002,9,European Grand Prix,Nürburgring,Germany,Räikkönen,Kimi Räikkönen,McLaren,6,3,Finished,4.0,dry,mixed,2002-06-23,,,,,3
2002,9,European Grand Prix,Nürburgring,Germany,Schumacher,Ralf Schumacher,Williams,2,4,Finished,3.0,dry,mixed,2002-06-23,,,,,-2
2002,9,European Grand Prix,Nürburgring,Germany,Button,Jenson Button,Renault,8,5,Finished,2.0,dry,mixed,2002-06-23,,,,,3
2002,9,European Grand Prix,Nürburgring,Germany,Massa,Felipe Massa,Sauber,11,6,+1 Lap,1.0,dry,mixed,2002-06-23,,,,,5
2002,9,European Grand Prix,Nürburgring,Germany,Heidfeld,Nick Heidfeld,Sauber,9,7,+1 Lap,0.0,dry,mixed,2002-06-23,,,,,2
2002,9,European Grand Prix,Nürburgring,Germany,Trulli,Jarno Trulli,Renault,7,8,+1 Lap,0.0,dry,mixed,2002-06-23,,,,,-1
2002,9,European Grand Prix,Nürburgring,Germany,Panis,Olivier Panis,BAR,12,9,+1 Lap,0.0,dry,mixed,2002-06-23,,,,,3
2002,9,European Grand Prix,Nürburgring,Germany,de la Rosa,Pedro de la Rosa,Jaguar,16,10,+1 Lap,0.0,dry,mixed,2002-06-23,,,,,6
2002,9,European Grand Prix,Nürburgring,Germany,Bernoldi,Enrique Bernoldi,Arrows,21,11,+1 Lap,0.0,dry,mixed,2002-06-23,,,,,10
2002,9,European Grand Prix,Nürburgring,Germany,Villeneuve,Jacques Villeneuve,BAR,19,12,+1 Lap,0.0,dry,mixed,2002-06-23,,,,,7
2002,9,European Grand Prix,Nürburgring,Germany,Frentzen,Heinz-Harald Frentzen,Arrows,15,13,+1 Lap,0.0,dry,mixed,2002-06-23,,,,,2
